obs_id,x,treatment,true_mean,true_sigma,yield
DY0791,0.691904075505,0,59.151424453,1.63028489061,59.93765768
DY0792,-1.06298356712,1,52.6220985973,2.57558028054,51.7582917506
DY0793,0.818593827401,0,59.9115629644,1.78231259288,60.9210909465
DY0794,1.89982657448,0,66.3989594469,3.07979188938,62.2985413821
DY0795,1.19596976911,0,62.1758186147,2.23516372294,58.439559325
DY0796,0.0995932978422,0,55.5975597871,0.919511957411,55.9777663807
DY0797,0.829051047456,1,63.9743062847,2.29486125695,64.3251970298
DY0798,-1.50164388592,1,49.9901366845,3.1019726631,55.0564994153
DY0799,0.187284500288,1,60.1237070017,1.52474140035,57.4336035398
DY0800,-1.41994992057,1,50.4803004766,3.00393990468,43.8540599647
