id,amplitude_truth,phase_truth,trend_truth,target,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
SEQ136,1.302892833,-1.067119683,0.03057481785,0.9957375413,-0.9494732783,-0.7559893347,-0.04613983882,0.7501692847,1.234312547,1.526194451,1.358337156,0.8734200578,0.2975303278,-0.3102063708,-0.7971127361,-0.9545877775,-0.7356462098,-0.3095861361,0.3652640191,1.284261431,1.591601301,1.765503087,1.69259253,1.137191785,0.5208908354,0.01243336684,-0.415716451,-0.603707623
SEQ137,1.451887555,1.94780433,0.008250153742,-0.4354964048,1.441271731,0.8257279243,0.263600336,-0.56372032,-1.130580188,-1.586250997,-1.361024592,-0.8982229528,-0.1860762867,0.486818413,1.358444699,1.523156603,1.487541758,1.098448744,0.3620547591,-0.3455128048,-0.9838975747,-1.161209708,-1.200325039,-0.7606159248,-0.1211430538,0.8099179977,1.317292348,1.728958921
SEQ138,1.435830286,-2.08015249,0.01012289865,-0.5786579473,-1.08351862,-1.438641753,-1.247886072,-0.647664423,0.04167905068,0.938880224,1.265771998,1.480525023,1.515743753,0.9171905565,0.04960760751,-0.540159097,-1.123870162,-1.314292078,-1.190045766,-0.7499796465,0.1295133064,0.8526734534,1.376412968,1.570596086,1.425017628,0.9445579286,0.3096326839,-0.571915842
SEQ139,0.7836368974,-2.711980083,0.01873299078,-0.487629721,-0.292148828,-0.6534942256,-0.7219492489,-0.5530518768,-0.3533830999,0.1308686946,0.3123965339,0.7606739828,0.9263597199,0.8478883654,0.5307608602,0.1389603807,-0.1283914715,-0.3749761942,-0.5639473502,-0.3988800132,-0.137368237,0.3078852476,0.626085745,1.062510913,1.092442138,0.9757632297,0.6111850311,0.4118561714
SEQ140,0.9677813376,-0.5900468446,0.02043242288,1.049332733,-0.5218135282,-0.1149096657,0.5267316795,0.7190759372,0.9653762706,0.9700306965,0.6456955587,0.1788440881,-0.1497914057,-0.672578448,-0.7884320031,-0.5696517702,-0.3705791388,0.2713418412,0.674454678,1.147330798,1.389003142,1.176934363,0.915063237,0.4578541526,0.03550174951,-0.487762221,-0.3175076597,-0.3452862486
SEQ141,1.349389711,0.2434420704,0.03078554996,1.67902825,0.3995864694,0.8726232972,1.369476613,1.425968394,1.126344158,0.5741283733,-0.2734371321,-0.7215639605,-1.04884438,-0.9630100119,-0.6318599005,-0.05649802348,0.6881719694,1.244597751,1.625856848,1.795976503,1.426283955,0.8366395549,0.1699721017,-0.3035068074,-0.6026355388,-0.7956356645,-0.2185733079,0.3194109239
SEQ142,0.8866301593,2.954855243,0.01961356666,-0.6358534506,0.1334813484,-0.2806911664,-0.7640198992,-0.737360052,-0.8562303058,-0.5896463973,-0.07211387306,0.3985083173,0.9367655227,1.013423665,1.049977959,0.8772058082,0.426852187,-0.1090770264,-0.3887791277,-0.485280536,-0.3203776051,-0.1249622314,0.2388617326,0.6204587037,1.039383729,1.32120983,1.216219275,1.015864175
SEQ143,1.151628158,-1.972261857,0.01138582147,-0.3133893056,-1.043554341,-1.156148796,-0.9854801676,-0.2695592631,0.02256401732,0.9224666002,1.030420728,1.357253403,1.157865998,0.5105163758,0.02389707108,-0.5684426814,-0.9751349932,-0.9362920492,-0.9129576815,-0.4684062335,0.4669629122,0.9306379158,1.301424581,1.406809474,1.119037115,0.7681218893,0.08301681682,-0.4627588939
SEQ144,1.157858634,1.97482674,0.01249183104,-0.3052840118,1.057004823,0.6450454894,0.1930254593,-0.3288703603,-0.8370520885,-1.136779657,-1.030024491,-0.7506303679,-0.08988405001,0.5956715479,1.087432674,1.348023274,1.229635389,0.8972683073,0.4122983167,-0.2894725514,-0.8442051177,-0.8819756074,-0.8726553116,-0.5280358246,0.1227971656,0.7485762326,1.267159771,1.502139253
SEQ145,1.055531376,-2.182502691,0.01534245815,-0.4220454844,-0.7496672045,-1.081420743,-0.9626744659,-0.6099806079,-0.1101308687,0.6277237806,0.9325988841,1.077043343,1.015834158,0.8430649551,0.1955911721,-0.2046167324,-0.672531418,-1.01197768,-0.7838695433,-0.4328041847,0.08991366154,0.7860528594,1.102862057,1.454840307,1.319611246,1.015456152,0.4083295058,-0.06349312498
SEQ146,0.9460323749,-2.892095285,0.01914618993,-0.6869857664,-0.1747785996,-0.6383000558,-0.9327853297,-0.9453313088,-0.4940581972,-0.1145812017,0.332652534,0.8108696903,1.199508957,1.174458051,0.7977394128,0.485513843,0.03987202355,-0.5065526808,-0.6247843051,-0.5239352408,-0.3174895179,0.07167734878,0.5617757007,0.9012991031,1.229096151,1.189658664,1.00381291,0.5855560938
SEQ147,0.865902839,-2.710646004,0.02806245214,-0.449984533,-0.4264350516,-0.6569831528,-0.8406817823,-0.775371797,-0.443694028,-0.06035497261,0.539095629,0.9414023192,0.9855368464,0.8768009242,0.6790074478,0.333493949,0.03210009099,-0.2093174583,-0.5584170656,-0.3382744124,-0.03324811406,0.5139742493,0.7802067604,1.206953491,1.457223434,1.36820142,1.273429763,0.712589928
SEQ148,0.9854416116,1.440909379,0.03426919589,0.5388667621,1.06156831,1.053396721,0.7304154913,0.2084216234,-0.2452973583,-0.6575320603,-0.7421667529,-0.6315406789,-0.4199011296,0.2723460716,0.8050612549,1.1892362,1.366407887,1.37690781,1.107433656,0.5944771282,0.1463217118,-0.09664872367,-0.4688869433,-0.125815433,-0.03917622852,0.5429143405,1.033964553,1.54189155
SEQ149,1.07712406,-1.176238576,0.02150712287,0.6721319169,-0.9896247616,-0.5434017619,-0.1545020268,0.4174769301,1.133061865,1.098641539,1.151289821,0.7670180622,0.3218983802,-0.1460699117,-0.5922701569,-0.7488775767,-0.7606440966,-0.2911700113,0.2109693079,0.6697532819,1.343381352,1.466223232,1.301884156,0.9967151207,0.483658419,0.2246279011,-0.4252842506,-0.5939588749
SEQ150,0.7843896139,2.89355379,0.007326765446,-0.6724627735,0.2379811767,-0.1093714304,-0.59539988,-0.7048734543,-0.6456622777,-0.5004076805,-0.1573001857,0.1700085368,0.6151152,0.817366449,0.7777984567,0.5742757858,0.1979643408,-0.09033623314,-0.4962680626,-0.7275913103,-0.7128205464,-0.3919874152,-0.05050081294,0.3506482902,0.7666949204,0.9364765969,1.030856673,0.759332514
SEQ151,1.347431621,-0.7617467361,0.01309103295,1.132136417,-0.8358165939,-0.3141702359,0.2808312879,1.036877605,1.370212036,1.443194436,1.15520372,0.3599407602,-0.1990404648,-0.8622616422,-1.175481417,-1.20337771,-0.7368381373,-0.3058718828,0.5717483957,1.322373874,1.584149471,1.35231797,1.310331398,0.6589885222,-0.1128031434,-0.6049340695,-1.074973776,-0.9059601872
SEQ152,0.7112241874,0.1145143759,0.01240810885,0.8554632532,-0.004463617978,0.4516692982,0.7610821433,0.7476244313,0.7263977719,0.4587732855,-0.03111501826,-0.3855521098,-0.5607547355,-0.6981780349,-0.3956219904,-0.07742999635,0.2546572038,0.5064456964,0.738718041,0.7822354777,0.7936538806,0.4617756081,0.20568862,-0.2448322366,-0.5260321354,-0.5697226735,-0.4150127159,-0.003916006065
SEQ153,1.486457819,0.7836573593,0.02023696993,1.295756182,1.131216465,1.410460719,1.566643208,1.049024426,0.5464694021,-0.2586228237,-0.9494729019,-1.263846517,-1.163691281,-0.7919701222,-0.05247847272,0.7307537994,1.246520751,1.594759049,1.783220159,1.426455582,0.8984840618,0.002889062964,-0.5603899791,-1.217812161,-1.02380455,-0.6532268802,-0.01004349224,0.8788790739
SEQ154,0.9669643908,0.1887411852,0.02032356283,1.193675013,0.1581081602,0.6057338145,1.013802458,1.110851974,0.7727802807,0.4782967364,-0.06656654629,-0.4889081963,-0.7568965053,-0.8596629058,-0.6611916916,-0.07580063381,0.2899300386,0.8451762654,1.274852325,1.415496113,1.021421334,0.7267706246,0.195733287,-0.3039226661,-0.558811724,-0.4670917637,-0.2858692968,0.2520382556
SEQ155,1.13316531,1.631716352,0.009073299711,0.03988982922,1.194335548,0.9108619682,0.4234073596,-0.03627850936,-0.5995011519,-0.9492928278,-1.145724777,-0.9024937207,-0.4153989886,0.06579209616,0.7157630765,1.235106018,1.140164467,1.119907897,0.6115509147,0.1882054914,-0.5497079929,-0.7838856974,-1.028859625,-0.7198749792,-0.2503628723,0.260836563,0.8311781621,1.103404463
SEQ156,0.812683014,0.1041700679,0.01429986858,0.9798760473,0.138935064,0.3847356925,0.7452449402,0.6663550017,0.8192319232,0.4101576558,-0.1131716552,-0.4648273459,-0.6577602328,-0.7231811516,-0.5161920756,-0.109605066,0.1933846495,0.7584985502,0.810325884,1.073387758,0.8942514956,0.5767475666,0.1960615447,-0.2189141704,-0.3389098288,-0.4657236959,-0.3669183191,0.03455203537
SEQ157,1.484739041,-0.9171888557,0.008130980107,1.000373736,-1.238738652,-0.5267307306,0.1674842208,1.059553085,1.438070233,1.512761569,1.236267682,0.6147031954,-0.09860977091,-1.025619481,-1.302921621,-1.341124399,-1.091864706,-0.4738235798,0.2026663851,1.004480522,1.548891464,1.485437569,1.354267367,0.843010552,0.06636461086,-0.6793604791,-1.05675638,-1.468550654
SEQ158,0.8164738638,-0.06810612053,0.01797317092,1.030259063,-0.02320301405,0.5704402201,0.7288997911,0.7873275805,0.7488017946,0.5220007428,0.2444761175,-0.0990077336,-0.5393110356,-0.6371044396,-0.4118735633,-0.391956055,0.02449060488,0.5698388047,0.9680850896,1.166066956,0.9882076038,0.7811653502,0.4791091464,-0.03229797476,-0.3595858392,-0.5058879232,-0.4248573457,0.1315616018
SEQ159,1.248020671,-2.505373103,0.02624373187,-0.6889177585,-0.7261514382,-1.112384145,-1.303801749,-0.943845515,-0.485718658,0.3918383463,0.9195300903,1.370011866,1.444632334,1.242666836,0.8058046137,0.2777764074,-0.3520146008,-0.9259719106,-0.8610629257,-0.5627577107,-0.1671382404,0.4604438864,1.193115625,1.602908009,1.790906939,1.590849637,1.013479719,0.4117711574
SEQ160,0.7288954036,1.78949976,0.01038737591,-0.0334956413,0.8227025485,0.562825479,0.192068309,-0.1178598861,-0.3800915294,-0.724373005,-0.8031111706,-0.5065253286,-0.136124518,0.2283534357,0.770319923,0.7959218688,0.7410340887,0.6422924533,0.3376746702,-0.04364384622,-0.3759843824,-0.4402709041,-0.5533655178,-0.2563725181,0.01037061599,0.4533748973,0.6468871769,0.9406825625
